#,NAME,REGION,PROVINCE,YEAR,TYPE,DURATION,WIND,INTENSITY,SIGNAL, POP,DEN,AI,PR,DR,SR,FLR,HP,HS, HMA, HMB, HMC, HMD,CASULATIES,DAMAGED HOUSES,DAMAGED PROPERTIES
1690,Karen,IV-A,Quezon,2016,4,5,150,976.2,2,2151084,244,273489,28,68,102,95,231,2150,119674,267613,86083,32713,0,0,2
1692,Karen,IV-A,Rizal,2016,4,5,150,976.2,2,2971499,2513,273489,7,56,100,95,231,2150,76666,410759,15038,4252,0,0,2
720,Bebeng,III,Bulacan,2011,2,6,85,997,1,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,0,0,2
721,Bebeng,III,Zambales,2011,2,6,85,997,0,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,0,0,2
1669,Cardina,CAR,Apayao,2016,2,4,105,982,2,120539,27,245538,23,64,103,91,52,662,8717,10355,2608,211,0,0,2
1474,Ruby,VII,Bohol,2014,4,8,215,927,3,1301660,273,199404,39,67,98,87,53,1779,74268,133441,39054,3191,0,0,2
1475,Ruby,VII,Cebu,2014,4,8,215,927,3,4535374,849,199404,24,62,98,87,53,1779,297909,472786,75293,8925,0,0,2
1476,Ruby,VII,Negros Oriental,2014,4,8,215,927,3,1341045,247,199404,43,62,98,87,53,1779,74502,88507,95673,10036,0,0,2
1477,Ruby,VII,Siquijor,2014,4,8,215,927,3,94980,281,199404,32,59,98,87,53,1779,7327,9940,2807,297,0,0,2
38,Quedan,V,Albay,2005,1,3,55,1002.8,0,1158841,450,119539,36,78,104,80,124,1096,24996,119425,59344,19615,0,0,2
37,Quedan,V,Camarines Norte,2005,1,3,55,1002.8,0,501074,220,119539,41,79,105,80,124,1096,11787,44247,37094,8090,0,0,2
36,Quedan,V,Camarines Sur,2005,1,3,55,1002.8,0,1651890,300,119539,48,81,105,80,124,1096,52765,142982,103927,16063,0,0,2
39,Quedan,V,Catanduanes,2005,1,3,55,1002.8,0,227647,153,119539,47,87,105,80,124,1096,10170,21146,10979,1602,0,0,2
35,Quedan,V,Sorsogon,2005,1,3,55,1002.8,0,692248,327,119539,42,86,105,80,124,1096,9819,51955,53395,20560,0,0,2
130,Inday,CAR,Kalinga,2006,2,5,65,989.7,1,181116,55,192126,26,74,105,88,57,564,13749,16054,3622,330,0,0,2
1047,Ofel,VIII,Biliran,2012,1,4,85,991,2,165631,309,166000,28,73,101,74,77,819,7791,14618,9026,1014,0,0,2
1048,Ofel,VIII,Eastern Samar,2012,1,4,85,991,2,443799,96,166000,64,73,102,74,77,819,20015,30258,33135,1991,0,0,2
1044,Ofel,VIII,Leyte,2012,1,4,85,991,2,1858192,284,166000,39,68,101,74,77,819,95707,158178,105137,11504,0,0,2
1045,Ofel,VIII,Samar,2012,1,4,85,991,2,751867,124,166000,50,75,101,74,77,819,28931,39085,64390,5419,0,0,2
1046,Ofel,VIII,Southern Leyte,2012,1,4,85,991,2,408033,227,166000,43,64,101,74,77,819,24903,43716,13928,1840,0,0,2
1164,Labuyo,I,La Union,2013,4,3,175,914,2,768439,513,194908,24,57,102,93,81,1217,33067,116649,3431,577,0,0,2
1165,Labuyo,I,Pangasinan,2013,4,3,175,914,2,2884669,529,194908,21,62,102,93,81,1217,108372,396967,49305,9649,0,0,2
1577,Kabayan,I,Ilocos Sur,2015,3,3,95,985,1,689668,266,198464,18,56,98,93,86,2242,20615,109317,5196,781,0,0,2
1575,Kabayan,I,La Union,2015,3,3,95,985,2,786653,525,198464,21,54,98,93,86,2242,32888,117529,3499,534,0,0,2
1576,Kabayan,I,Pangasinan,2015,3,3,95,985,2,2956726,542,198464,21,61,98,93,86,2242,108480,402146,49306,9171,0,0,2
46,Quedan,VIII,Eastern Samar,2005,1,3,55,1002.8,1,396519,86,117645,50,85,107,75,75,805,17627,25407,34700,2201,0,0,2
44,Quedan,VIII,Leyte,2005,1,3,55,1002.8,1,1685476,258,117645,39,76,105,75,75,805,88552,135829,110200,12955,0,0,2
45,Quedan,VIII,Northern Samar,2005,1,3,55,1002.8,1,535253,145,117645,54,91,105,75,75,805,11121,22595,58171,8881,0,0,2
1529,Amang,VIII,Biliran,2015,3,6,100,984,2,171612,320,164174,31,71,96,74,43,865,8025,15092,8769,990,0,0,2
1526,Amang,VIII,Eastern Samar,2015,3,6,100,984,2,467160,101,164174,61,69,93,74,43,865,20554,31344,32665,1981,0,0,2
1527,Amang,VIII,Northern Samar,2015,3,6,100,984,2,632379,171,164174,51,74,95,74,43,865,14115,29771,56309,8531,0,0,2
1528,Amang,VIII,Samar,2015,3,6,100,984,2,780481,129,164174,48,70,93,74,43,865,30045,40531,63907,5297,0,0,2
347,Cosme,II,Nueva Vizcaya,2008,2,7,105,993.7,3,405527,84,167237,14,61,105,86,87,1001,26990,55242,7466,443,0,0,2
940,Sendong,XIII,Agusan del Sur,2011,2,4,75,995.8,2,665036,67,169009,52,71,105,89,58,649,40276,21617,57536,1714,0,0,2
941,Sendong,XIII,Surigao del Sur,2011,2,4,75,995.8,2,567292,115,169009,41,68,103,89,58,649,25130,22148,56617,3684,0,0,2
729,Bebeng,VII,Cebu,2011,2,6,85,997,0,4256434,797,200310,24,64,102,87,105,1742,297071,446517,76223,10364,0,0,2
730,Bebeng,VII,Negros Oriental,2011,2,6,85,997,0,1300050,240,200310,44,63,102,87,105,1742,72012,83272,95938,10438,0,0,2
731,Bebeng,VIII,Eastern Samar,2011,2,6,85,997,1,436274,94,163975,61,75,105,74,78,819,19674,29565,33359,2021,0,0,2
732,Bebeng,VIII,Leyte,2011,2,6,85,997,1,1823348,279,163975,38,69,103,74,78,819,94685,154985,105861,11711,0,0,2
733,Bebeng,VIII,Northern Samar,2011,2,6,85,997,1,597442,162,163975,51,80,103,74,78,819,13113,27620,56853,8716,0,0,2
734,Bebeng,VIII,Samar,2011,2,6,85,997,1,742565,123,163975,47,77,104,74,78,819,28383,38167,64684,5520,0,0,2
970,Gener,IV-A,Batangas,2012,4,5,130,972,3,2499433,802,284000,19,56,100,95,242,2166,57792,391011,16845,4570,0,0,2
971,Gener,IV-A,Cavite,2012,4,5,130,972,3,3313540,2171,284000,3,51,99,95,242,2166,68465,543455,15758,4763,0,0,2
972,Gener,IV-A,Laguna,2012,4,5,130,972,3,2810347,1457,284000,6,51,99,95,242,2166,75062,467557,8246,4164,0,0,2
973,Gener,IV-A,Rizal,2012,4,5,130,972,3,2637490,2230,284000,6,54,100,95,242,2166,77823,398546,14097,4522,0,0,2
1532,Dodong,I,Ilocos Norte,2015,4,6,185,943,2,593081,173,198464,11,55,99,93,86,2242,11518,100820,5383,1297,0,0,2
120,Henry,II,Isabela,2006,2,6,95,995.7,1,1384623,106,142770,30,63,105,85,91,939,59679,198816,31811,2416,0,0,2
122,Henry,II,Nueva Vizcaya,2006,2,6,95,995.7,1,393272,82,142770,15,63,105,85,91,939,26825,50123,7695,484,0,0,2
121,Henry,II,Quirino,2006,2,6,95,995.7,1,161372,70,142770,15,65,107,85,91,939,12897,17586,3724,405,0,0,2
933,Sendong,IX,Zamboanga del Norte,2011,2,4,75,995.8,2,968446,133,155763,59,68,103,84,66,699,51300,41118,91380,3881,0,0,2
517,Feria,VI,Aklan,2009,2,4,75,993.6,1,521834,296,159000,45,64,103,83,86,1732,6883,45616,46312,11762,0,0,2
515,Feria,VI,Antique,2009,2,4,75,993.6,1,535577,196,159000,44,73,105,83,86,1732,30111,45141,33311,3171,0,0,2
519,Feria,VI,Capiz,2009,2,4,75,993.6,1,713627,275,159000,29,66,104,83,86,1732,54736,63091,32722,2047,0,0,2
518,Feria,VI,Iloilo,2009,2,4,75,993.6,1,2189591,431,159000,27,61,103,83,86,1732,169734,210941,65147,4141,0,0,2
516,Feria,VI,Negros Occidental,2009,2,4,75,993.6,1,2895105,362,159000,30,64,105,83,86,1732,190616,282616,122567,8905,0,0,2
306,Lando,VII,Bohol,2007,4,10,130,998.3,2,1230110,255,156468,47,76,103,86,107,1479,75428,124536,38086,3143,0,0,2
305,Lando,VII,Cebu,2007,4,10,130,998.3,2,3850989,721,156468,29,70,103,86,107,1479,299600,423362,73015,10752,0,0,2
307,Lando,VII,Negros Oriental,2007,4,10,130,998.3,2,1231904,227,156468,39,70,104,86,107,1479,71702,80420,93789,10488,0,0,2
31,Quedan,III,Aurora,2005,1,3,55,1002.8,1,183689,59,184200,36,78,107,89,202,1681,10673,18915,7990,666,0,0,2
850,Pedring,NCR,Metro Manila,2011,4,5,140,976.2,0,12053536,19456,371173,4,47,97,95,184,465,350258,2064904,48829,28680,0,0,2
963,Gener,II,Batanes,2012,4,5,130,972,3,16858,83,195000,33,65,99,95,92,1131,195,3422,190,286,0,0,2
962,Gener,II,Cagayan,2012,4,5,130,972,3,1154019,123,195000,20,57,101,95,92,1131,51232,145115,28657,3996,0,0,2
414,Helen,I,Ilocos Norte,2008,4,5,120,997,1,554110,162,170138,16,59,102,91,121,992,11658,99577,5197,1276,0,0,2
415,Helen,I,Ilocos Sur,2008,4,5,120,997,1,641510,247,170138,19,61,102,91,121,992,20628,107927,4856,804,0,0,2
416,Helen,I,La Union,2008,4,5,120,997,1,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,0,0,2
683,Basyang,III,Aurora,2010,4,4,120,995.9,3,201233,64,233003,22,68,106,92,198,1901,11543,24335,7425,590,0,0,2
684,Basyang,III,Bataan,2010,4,4,120,995.9,2,687482,501,233003,2,56,102,92,198,1901,11224,124081,9672,2165,0,0,2
685,Basyang,III,Bulacan,2010,4,4,120,995.9,2,2924433,1051,233003,7,55,100,92,198,1901,50758,574533,15760,4280,0,0,2
686,Basyang,III,Pampanga,2010,4,4,120,995.9,2,2340355,1134,233003,7,57,102,92,198,1901,31297,430976,14601,4323,0,0,2
687,Basyang,III,Zambales,2010,4,4,120,995.9,2,755621,198,233003,17,60,103,92,198,1901,16923,136238,14682,2559,0,0,2
504,Feria,IV-A,Batangas,2009,2,4,75,993.6,1,2332719,749,249000,17,60,101,94,236,2022,56485,409118,17361,4092,0,0,2
505,Feria,IV-A,Cavite,2009,2,4,75,993.6,0,3010661,1973,249000,3,54,97,94,236,2022,67688,574033,15593,3702,0,0,2
506,Feria,IV-A,Quezon,2009,2,4,75,993.6,1,1951695,221,249000,30,68,104,94,236,2022,110331,267050,84976,16383,0,0,2
1049,Ofel,IX,Zamboanga del Sur,2012,1,4,85,991,2,1808343,307,162000,32,66,101,86,65,711,134645,103459,102193,4065,0,0,2
1050,Ofel,IX,Zamboanga Sibugay,2012,1,4,85,991,2,603601,173,162000,45,69,101,86,65,711,29658,19777,59459,1804,0,0,2
552,Jolina,ARMM,Lanao del Sur,2009,2,4,75,991.5,1,997206,66,113000,57,86,95,72,29,445,65940,48886,6615,1695,0,0,2
553,Jolina,ARMM,Maguindanao,2009,2,4,75,991.5,0,1313945,130,113000,52,82,104,72,29,445,65149,55357,100644,7723,0,0,2
964,Gener,III,Bataan,2012,4,5,130,972,3,715864,521,259000,3,55,100,92,201,1907,11636,115327,9157,3142,0,0,2
965,Gener,III,Bulacan,2012,4,5,130,972,3,3066286,1102,259000,7,53,100,92,201,1907,53524,524468,13446,7392,0,0,2
966,Gener,III,Nueva Ecija,2012,4,5,130,972,3,2031567,357,259000,25,57,101,92,201,1907,59348,305424,36454,7735,0,0,2
967,Gener,III,Pampanga,2012,4,5,130,972,3,2444602,1184,259000,8,55,100,92,201,1907,33405,398922,13133,8112,0,0,2
968,Gener,III,Tarlac,2012,4,5,130,972,3,1309573,430,259000,17,58,101,92,201,1907,30192,207520,18840,3830,0,0,2
969,Gener,III,Zambales,2012,4,5,130,972,3,782221,205,259000,16,60,100,92,201,1907,16639,128478,13969,2192,0,0,2
529,Gorio,I,Ilocos Norte,2009,1,2,55,999.7,1,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,2
533,Isang,I,Ilocos Norte,2009,2,5,95,983.3,2,561020,164,186000,15,58,101,92,121,642,11365,102144,5349,1280,0,0,2
532,Isang,I,Ilocos Sur,2009,2,5,95,983.3,1,649992,250,186000,18,59,101,92,121,642,20520,110882,5185,743,0,0,2
531,Isang,I,La Union,2009,2,5,95,983.3,1,734861,490,186000,29,62,106,92,121,642,32679,119392,3489,467,0,0,2
1041,Ofel,V,Camarines Sur,2012,1,4,85,991,2,1873365,340,162000,41,72,101,86,110,1134,54906,165667,104087,16239,0,0,2
1042,Ofel,V,Masbate,2012,1,4,85,991,2,857285,207,162000,51,86,101,86,110,1134,27372,42915,82332,7269,0,0,2
118,Glenda,III,Bataan,2006,4,5,130,987.7,1,646104,471,197640,1,59,102,90,201,1866,11895,107030,9107,3862,0,0,2
113,Glenda,III,Bulacan,2006,4,5,130,987.7,1,2729554,981,197640,7,61,101,90,201,1866,55401,480989,12471,9622,0,0,2
116,Glenda,III,Nueva Ecija,2006,4,5,130,987.7,1,1816373,319,197640,27,63,103,90,201,1866,60427,280239,37493,9905,0,0,2
115,Glenda,III,Pampanga,2006,4,5,130,987.7,1,2176175,1054,197640,3,61,103,90,201,1866,35472,368864,12695,10905,0,0,2
117,Glenda,III,Tarlac,2006,4,5,130,987.7,1,1216849,399,197640,18,65,104,90,201,1866,30611,190834,20346,4869,0,0,2
114,Glenda,III,Zambales,2006,4,5,130,987.7,1,706341,185,197640,24,64,104,90,201,1866,16458,120534,13883,2102,0,0,2
1258,Yolanda (Haiyan),IV-A,Batangas,2013,4,3,235,910,4,2562781,823,266244,18,56,100,95,212,2568,57420,396423,16919,4441,0,0,2
1259,Yolanda (Haiyan),IV-A,Cavite,2013,4,3,235,910,4,3430920,2248,266244,3,51,99,95,212,2568,68394,552896,15684,4503,0,0,2
1260,Yolanda (Haiyan),IV-A,Laguna,2013,4,3,235,910,4,2883346,1495,266244,7,51,99,95,212,2568,74704,475363,8230,3832,0,0,2
1261,Yolanda (Haiyan),IV-A,Quezon,2013,4,3,235,910,4,2067430,234,266244,29,64,99,95,212,2568,127172,273750,86807,39586,0,0,2
1262,Yolanda (Haiyan),IV-A,Rizal,2013,4,3,235,910,4,2717297,2298,266244,7,53,100,95,212,2568,77389,405765,14441,4374,0,0,2
119,Henry,I,Pangasinan,2006,2,6,95,995.7,1,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,0,0,2
521,Feria,VIII,Biliran,2009,2,4,75,993.6,1,157752,294,160000,39,77,105,74,74,845,8188,15458,8572,967,0,0,2
525,Feria,VIII,Eastern Samar,2009,2,4,75,993.6,1,420805,91,160000,56,79,108,74,74,845,20952,32136,32330,1960,0,0,2
522,Feria,VIII,Leyte,2009,2,4,75,993.6,1,1767252,270,160000,36,72,106,74,74,845,98425,166339,103659,10970,0,0,2
526,Feria,VIII,Northern Samar,2009,2,4,75,993.6,1,575626,156,160000,52,85,105,74,74,845,14531,30709,56048,8442,0,0,2
523,Feria,VIII,Samar,2009,2,4,75,993.6,1,720406,119,160000,43,81,107,74,74,845,30753,41579,63534,5186,0,0,2
527,Feria,VIII,Samar,2009,2,4,75,993.6,1,720406,119,160000,43,81,107,74,74,845,30753,41579,63534,5186,0,0,2
524,Feria,VIII,Southern Leyte,2009,2,4,75,993.6,0,396354,220,160000,43,69,105,74,74,845,24801,46660,13438,1839,0,0,2
1542,Egay,CAR,Abra,2015,3,6,95,987,2,241160,57,245161,23,62,96,91,23,677,13531,31049,1759,163,0,0,2
1541,Egay,CAR,Apayao,2015,3,6,95,987,2,119184,26,245161,23,58,92,91,23,677,8730,10391,2610,209,0,0,2
1540,Egay,CAR,Benguet,2015,3,6,95,987,0,791590,280,245161,23,51,93,91,23,677,12410,170589,1433,942,0,0,2
1543,Egay,CAR,Kalinga,2015,3,6,95,987,2,212680,65,245161,23,63,93,91,23,677,13232,19329,3671,255,0,0,2
1544,Egay,CAR,Mt. Province,2015,3,6,95,987,2,154590,65,245161,23,62,94,91,23,677,7361,23099,1115,85,0,0,2
491,Emong,III,Bataan,2009,4,4,150,995.1,2,678933,494,221000,2,57,102,92,198,1773,11447,119838,9319,2613,0,0,2
484,Emong,III,Nueva Ecija,2009,4,4,150,997.5,2,1917470,337,221000,30,59,103,92,198,1773,58496,319839,36111,6076,0,0,2
490,Emong,III,Pampanga,2009,4,4,150,995.1,2,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,0,0,2
489,Emong,III,Zambales,2009,4,4,150,995.1,3,743678,195,221000,17,61,103,92,198,1773,16768,132633,14198,2310,0,0,2
500,Feria,III,Aurora,2009,2,4,75,993.6,1,196653,63,221000,18,71,106,92,198,1773,11498,23204,7377,581,0,0,2
501,Feria,III,Nueva Ecija,2009,2,4,75,993.6,1,1917470,337,221000,30,59,103,92,198,1773,58496,319839,36111,6076,0,0,2
499,Feria,III,Pampanga,2009,2,4,75,993.6,1,2302752,1115,221000,7,58,102,92,198,1773,32259,415342,13645,5901,0,0,2
502,Feria,III,Tarlac,2009,2,4,75,993.6,1,1263231,415,221000,18,61,103,92,198,1773,29995,216667,18046,3132,0,0,2
503,Feria,III,Zambales,2009,2,4,75,993.6,1,743678,195,221000,17,61,103,92,198,1773,16768,132633,14198,2310,0,0,2
1662,Cardina,I,Ilocos Norte,2016,2,4,105,982,2,598225,175,198627,11,58,101,93,111,2755,11544,100599,5389,1299,0,0,2
1663,Cardina,I,Ilocos Sur,2016,2,4,105,982,2,696058,268,198627,18,59,100,93,111,2755,20631,109057,5198,787,0,0,2
1108,Quinta,V,Albay,2012,2,2,75,994,2,1265367,491,162000,41,67,101,86,110,1134,27539,138666,56234,18090,0,0,2
1109,Quinta,V,Camarines Norte,2012,2,2,75,994,2,558727,245,162000,29,70,101,86,110,1134,11365,51300,37619,8847,0,0,2
1106,Quinta,V,Camarines Sur,2012,2,2,75,994,2,1873365,340,162000,41,72,101,86,110,1134,54906,165667,104087,16239,0,0,2
1111,Quinta,V,Catanduanes,2012,2,2,75,994,2,252064,169,162000,34,75,101,86,110,1134,10074,24284,10760,1712,0,0,2
1107,Quinta,V,Masbate,2012,2,2,75,994,2,857285,207,162000,51,86,101,86,110,1134,27372,42915,82332,7269,0,0,2
1110,Quinta,V,Sorsogon,2012,2,2,75,994,2,761200,359,162000,41,73,101,86,110,1134,10713,61914,51674,21156,0,0,2
981,Gener,VI,Aklan,2012,4,5,130,972,3,551035,313,202000,25,60,100,84,89,1790,6226,42697,45841,11768,0,0,2
982,Gener,VI,Antique,2012,4,5,130,972,3,560148,205,202000,31,66,100,84,89,1790,28540,42784,34394,3108,0,0,2
985,Gener,VI,Capiz,2012,4,5,130,972,3,736083,284,202000,28,59,101,84,89,1790,54057,58838,33129,2139,0,0,2
983,Gener,VI,Iloilo,2012,4,5,130,972,3,2290648,451,202000,26,61,101,84,89,1790,168072,199943,64659,4216,0,0,2
984,Gener,VI,Negros Occidental,2012,4,5,130,972,3,2967451,371,202000,32,63,101,84,89,1790,189426,267424,123001,8881,0,0,2
511,Feria,V,Albay,2009,2,4,75,993.6,1,1217820,473,152000,37,72,103,81,114,1103,27336,145075,56331,18216,0,0,2
514,Feria,V,Camarines Norte,2009,2,4,75,993.6,1,533026,234,152000,42,74,105,81,114,1103,11233,53956,37816,9273,0,0,2
513,Feria,V,Camarines Sur,2009,2,4,75,993.6,0,1778472,323,152000,48,76,104,81,114,1103,54677,173772,105342,16905,0,0,2
512,Feria,V,Masbate,2009,2,4,75,993.6,1,812145,196,152000,56,92,104,81,114,1103,29591,46660,80997,7517,0,0,2
229,Dodong,CAR,Abra,2007,2,2,75,994,1,230953,55,200696,26,69,105,88,56,580,13514,30175,1614,194,0,0,2
227,Dodong,CAR,Benguet,2007,2,2,75,994,1,674459,239,200696,26,53,96,88,56,580,16088,199901,1570,1915,0,0,2
230,Dodong,CAR,Kalinga,2007,2,2,75,994,1,182326,56,200696,26,73,105,88,56,580,14083,16925,3342,295,0,0,2
228,Dodong,CAR,Mt. Province,2007,2,2,75,994,1,148661,53,200696,26,77,106,88,56,580,7498,21622,1064,114,0,0,2
1004,Helen,I,Ilocos Norte,2012,2,4,85,991,2,577913,169,204000,10,56,100,93,119,1021,11698,99227,5340,1302,0,0,2
1005,Helen,I,Ilocos Sur,2012,2,4,85,991,2,670848,258,204000,17,57,100,93,119,1021,20700,107462,5072,820,0,0,2
1006,Helen,I,La Union,2012,2,4,85,991,2,759491,507,204000,19,59,104,93,119,1021,33197,115361,3441,611,0,0,2
1007,Helen,I,Pangasinan,2012,2,4,85,991,2,2849301,523,204000,20,62,104,93,119,1021,108250,391651,49635,9964,0,0,2
1728,Marce,IV-B,Oriental Mindoro,2016,2,6,85,999.5,0,856262,202,167400,31,73,102,87,56,857,24921,89293,42996,5782,0,0,2
1729,Marce,IV-B,Romblon,2016,2,6,85,999.5,0,294584,192,167400,41,79,102,87,56,857,9056,26954,20714,3266,0,0,2
167,Paeng,I,Ilocos Sur,2006,4,5,195,981.7,3,627424,242,142358,21,63,102,90,123,978,21094,101012,5132,962,0,0,2
165,Paeng,I,La Union,2006,4,5,195,981.7,3,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,0,0,2
166,Paeng,I,Pangasinan,2006,4,5,195,981.7,3,2614120,480,142358,29,68,103,90,123,978,107522,359753,51613,11848,0,0,2
882,Pedring,VI,Aklan,2011,4,5,140,976.2,1,543326,309,186509,30,61,102,84,87,1766,6036,41585,45733,11817,0,0,2
883,Pedring,VI,Antique,2011,4,5,140,976.2,1,553045,203,186509,35,66,102,84,87,1766,28027,41929,34681,3136,0,0,2
884,Pedring,VI,Guimaras,2011,4,5,140,976.2,1,165213,270,186509,24,59,104,84,87,1766,11107,13978,7232,358,0,0,2
885,Pedring,VI,Iloilo,2011,4,5,140,976.2,1,2260220,445,186509,26,61,102,84,87,1766,167039,196025,64858,4349,0,0,2
886,Pedring,VI,Negros Occidental,2011,4,5,140,976.2,1,2937504,367,186509,32,64,103,84,87,1766,188669,261836,123278,9060,0,0,2
772,Falcon,V,Albay,2011,2,5,195,979.9,1,1249297,485,158596,40,68,102,84,109,1145,27175,135918,56678,18308,0,0,2
774,Falcon,V,Camarines Sur,2011,2,5,195,979.9,1,1847692,335,158596,43,73,102,84,109,1145,54600,162426,104064,16214,0,0,2
773,Falcon,V,Catanduanes,2011,2,5,195,979.9,1,249165,167,158596,32,76,103,84,109,1145,10087,23836,10791,1696,0,0,2
446,Nina,I,Ilocos Norte,2008,4,5,175,983.2,3,554110,162,170138,16,59,102,91,121,992,11658,99577,5197,1276,0,0,2
447,Nina,I,Ilocos Sur,2008,4,5,175,983.2,2,641510,247,170138,19,61,102,91,121,992,20628,107927,4856,804,0,0,2
448,Nina,I,La Union,2008,4,5,175,983.2,1,727884,485,170138,28,62,104,91,121,992,33249,115992,3326,602,0,0,2
449,Nina,I,Pangasinan,2008,4,5,175,983.2,1,2689479,493,170138,24,66,105,91,121,992,108279,391882,49138,10042,0,0,2
785,Juaning,III,Aurora,2011,3,4,95,994.4,1,203788,65,245658,26,67,104,92,199,1948,11268,21608,7505,597,0,0,2
786,Juaning,III,Bulacan,2011,3,4,95,994.4,1,2994520,1076,245658,7,54,100,92,199,1948,53814,515412,13414,7696,0,0,2
787,Juaning,III,Nueva Ecija,2011,3,4,95,994.4,0,1993106,350,245658,27,57,102,92,199,1948,59465,300228,36811,8050,0,0,2
788,Juaning,III,Pampanga,2011,3,4,95,994.4,1,2391911,1159,245658,7,56,101,92,199,1948,33878,392321,13189,8499,0,0,2
789,Juaning,III,Tarlac,2011,3,4,95,994.4,1,1291279,424,245658,17,59,102,92,199,1948,30304,203879,19208,4023,0,0,2
790,Juaning,III,Zambales,2011,3,4,95,994.4,1,768806,202,245658,16,60,101,92,199,1948,16613,126635,14048,2214,0,0,2
1755,Nina,VIII,Eastern Samar,2016,4,5,185,986.6,1,475217,103,164224,62,77,104,74,66,865,20488,31213,32720,1984,0,0,2
1754,Nina,VIII,Northern Samar,2016,4,5,185,986.6,1,641428,174,164224,51,83,102,74,66,865,14046,29614,56353,8545,0,0,2
1386,Luis,II,Batanes,2014,4,4,130,972,3,17116,84,189678,25,62,96,95,58,1128,187,3478,186,281,0,0,2
1384,Luis,II,Cagayan,2014,4,4,130,972,3,1184025,126,189678,23,56,98,95,58,1128,51504,148996,28317,3981,0,0,2
1385,Luis,II,Isabela,2014,4,4,130,972,3,1572217,120,189678,26,55,98,95,58,1128,59476,224336,29690,2481,0,0,2
1387,Luis,II,Nueva Vizcaya,2014,4,4,130,972,3,445924,93,189678,18,58,97,95,58,1128,26556,56262,7874,442,0,0,2
461,Nina,CAR,Apayao,2008,4,5,175,983.2,3,106551,24,209648,25,67,108,89,55,599,8683,10213,2455,214,0,0,2
460,Nina,CAR,Benguet,2008,4,5,175,983.2,1,690145,244,209648,25,52,98,89,55,599,13748,183430,1470,1147,0,0,2
462,Nina,CAR,Ifugao,2008,4,5,175,983.2,1,184173,70,209648,25,67,107,89,55,599,16400,16428,4069,151,0,0,2
463,Nina,CAR,Kalinga,2008,4,5,175,983.2,2,188541,57,209648,25,70,105,89,55,599,13600,18348,3503,265,0,0,2
464,Nina,CAR,Mt. Province,2008,4,5,175,983.2,2,150481,63,209648,25,73,106,89,55,599,7439,22537,1083,85,0,0,2
15,Labuyo,I,Ilocos Norte,2005,4,5,95,998.9,2,537632,157,135955,19,61,102,90,124,915,12641,90617,6008,1484,0,0,2
16,Labuyo,I,Ilocos Sur,2005,4,5,95,998.9,2,621761,240,135955,22,63,101,90,124,915,21456,97129,5793,1065,0,0,2
17,Labuyo,I,La Union,2005,4,5,95,998.9,1,702372,468,135955,25,63,101,90,124,915,34124,102811,3864,847,0,0,2
442,Karen,CAR,Abra,2008,4,5,140,988.7,2,232206,55,209648,25,67,105,89,55,599,13521,30820,1680,171,0,0,2
444,Karen,CAR,Apayao,2008,4,5,140,988.7,3,106551,24,209648,25,67,108,89,55,599,8683,10213,2455,214,0,0,2
441,Karen,CAR,Benguet,2008,4,5,140,988.7,2,690145,244,209648,25,52,98,89,55,599,13748,183430,1470,1147,0,0,2
443,Karen,CAR,Kalinga,2008,4,5,140,988.7,2,188541,57,209648,25,70,105,89,55,599,13600,18348,3503,265,0,0,2
445,Karen,CAR,Mt. Province,2008,4,5,140,988.7,2,150481,63,209648,25,73,106,89,55,599,7439,22537,1083,85,0,0,2
1252,Vinta,I,Ilocos Norte,2013,4,3,130,972,3,582925,171,194908,12,56,100,93,81,1217,11598,100133,5313,1290,0,0,3
1253,Vinta,I,Ilocos Sur,2013,4,3,130,972,3,677063,261,194908,18,56,99,93,81,1217,20634,108537,5062,796,0,0,3
1091,Pablo,XII,Cotabato,2012,4,8,185,943,3,1285648,138,163000,44,64,101,82,105,1017,104732,78972,60797,1776,0,0,3
1094,Pablo,XII,Sarangani,2012,4,8,185,943,3,516575,142,163000,53,69,101,82,105,1017,27011,22043,50336,1326,0,0,3
1092,Pablo,XII,South Cotabato,2012,4,8,185,943,3,1421329,332,163000,32,62,101,82,105,1017,78060,145587,58338,2637,0,0,3
1093,Pablo,XII,Sultan Kudarat,2012,4,8,185,943,3,772441,144,163000,49,62,101,82,105,1017,39889,49016,59471,1918,0,0,3
566,Kiko,CAR,Benguet,2009,4,7,175,967.6,1,706196,250,219000,25,51,99,90,51,612,11748,168316,1376,688,0,0,3
567,Kiko,CAR,Mt. Province,2009,4,7,175,967.6,0,152323,64,219000,25,69,106,90,51,612,7380,23491,1102,63,0,0,3
88,Florita,I,Ilocos Norte,2006,4,5,120,982.8,2,542437,159,142358,18,60,102,90,123,978,12295,93790,5508,1373,0,0,3
87,Florita,I,Ilocos Sur,2006,4,5,120,982.8,1,627424,242,142358,21,63,102,90,123,978,21094,101012,5132,962,0,0,3
86,Florita,I,La Union,2006,4,5,120,982.8,1,711611,475,142358,26,62,102,90,123,978,33977,107636,3501,811,0,0,3
